### channel=id32-transformer-inductive-bias seq=7
### host=login4
### started=2026-09-03T17:50:10+0800
### ---------- output ----------
=== A. STAMP ===
2026-09-03T17:50:10+0800
=== B. ARM MEDIANS FROM THE BOUND METRICS ARTIFACTS ===
R01  basins=531 median=0.673430  run=transformer_inductive_bias_R01_2026_0902_2010_ep30
T02  basins=531 median=0.670511  run=transformer_inductive_bias_T02_2026_0902_2010_ep30
T03  basins=531 median=0.677685  run=transformer_inductive_bias_T03_2026_0902_2010_ep30
T04  basins=531 median=0.679862  run=transformer_inductive_bias_T04_2026_0902_2127_ep30
T05  basins=531 median=0.688000  run=transformer_inductive_bias_T05_2026_0902_2224_ep30
L01  basins=531 median=0.707923  run=transformer_inductive_bias_L01_2026_0903_0157_ep30
=== C. TABLES ===
###TABLE_BEGIN R01
basin,NSE
01022500,0.7951247096061707
01031500,0.815273106098175
01047000,0.7860826849937439
01052500,0.8545643091201782
01054200,0.6347184181213379
01055000,0.6755749583244324
01057000,0.735914409160614
01073000,0.7470649480819702
01078000,0.8270043730735779
01123000,0.8018354177474976
01134500,0.7523975372314453
01137500,0.6719251871109009
01139000,0.785591185092926
01139800,0.8118455410003662
01142500,0.7110798358917236
01144000,0.7838534116744995
01162500,0.6344835758209229
01169000,0.7456251382827759
01170100,0.6766852140426636
01181000,0.7059426307678223
01187300,0.7897374033927917
01195100,0.7022491693496704
01333000,0.4730380177497864
01350000,0.7344266176223755
01350080,0.4203801155090332
01350140,0.5197979211807251
01365000,0.7668720483779907
01411300,0.33319103717803955
01413500,0.48797500133514404
01414500,0.5925377011299133
01415000,0.5816415548324585
01423000,0.6121335029602051
01434025,0.6106556057929993
01435000,0.7263951301574707
01439500,0.7029673457145691
01440000,0.8166475296020508
01440400,0.7123259902000427
01451800,0.6883275508880615
01466500,0.8269097208976746
01484100,0.724130392074585
01487000,0.7174261808395386
01491000,0.8649269938468933
01510000,0.7396214008331299
01516500,0.5675977468490601
01518862,0.5950640439987183
01532000,0.6324517726898193
01539000,0.7938603162765503
01542810,0.8013869524002075
01543000,0.8558489680290222
01543500,0.830649197101593
01544500,0.8478729724884033
01545600,0.6994274854660034
01547700,0.7329704761505127
01548500,0.7753223180770874
01549500,0.7168561816215515
01550000,0.6715841293334961
01552000,0.6872057914733887
